cross	tetrad	individual	chromosome	left_bound	right_bound	mid_point	length
C1	C1-6	C1-6.1	chromosome_7	3632323	3935199	3783761	302876
C1	C1-6	C1-6.1	chromosome_8	2073403	4997396	3535399	2923993
C1	C1-6	C1-6.1	chromosome_10	3942694	6289798	5116246	2347104
C1	C1-6	C1-6.1	chromosome_13	2019895	2745510	2382702	725615
C1	C1-6	C1-6.1	chromosome_17	4274240	4401174	4337707	126934
C1	C1-6	C1-6.2	chromosome_1	7602210	7847533	7724871	245323
C1	C1-6	C1-6.2	chromosome_2	4191663	4191690	4191676	27
C1	C1-6	C1-6.2	chromosome_7	828290	1275135	1051712	446845
C1	C1-6	C1-6.2	chromosome_10	3942694	6289798	5116246	2347104
C1	C1-6	C1-6.2	chromosome_13	2019895	2745510	2382702	725615
C1	C1-6	C1-6.2	chromosome_16	1716865	3911772	2814318	2194907
C1	C1-6	C1-6.2	chromosome_17	4274240	4401174	4337707	126934
C1	C1-6	C1-6.3	chromosome_1	7602210	7847533	7724871	245323
C1	C1-6	C1-6.3	chromosome_7	828290	1275135	1051712	446845
C1	C1-6	C1-6.3	chromosome_9	1750367	2932199	2341283	1181832
C1	C1-6	C1-6.3	chromosome_9	3750179	4237732	3993955	487553
C1	C1-6	C1-6.3	chromosome_9	6817821	7003590	6910705	185769
C1	C1-6	C1-6.3	chromosome_12	1595137	1955354	1775245	360217
C1	C1-6	C1-6.3	chromosome_12	5359927	8318493	6839210	2958566
C1	C1-6	C1-6.3	chromosome_16	1716865	3911772	2814318	2194907
C1	C1-6	C1-6.4	chromosome_4	1256017	1562373	1409195	306356
C1	C1-6	C1-6.4	chromosome_7	3632323	3935199	3783761	302876
C1	C1-6	C1-6.4	chromosome_8	2073403	4997396	3535399	2923993
C1	C1-6	C1-6.4	chromosome_9	1750367	2932199	2341283	1181832
C1	C1-6	C1-6.4	chromosome_9	3750179	4237732	3993955	487553
C1	C1-6	C1-6.4	chromosome_9	6817821	7003590	6910705	185769
C1	C1-6	C1-6.4	chromosome_12	1595137	1955354	1775245	360217
C1	C1-6	C1-6.4	chromosome_12	5359927	8318493	6839210	2958566
C1	C1-8	C1-8.1	chromosome_2	6103819	6173751	6138785	69932
C1	C1-8	C1-8.1	chromosome_4	1562373	2626809	2094591	1064436
C1	C1-8	C1-8.1	chromosome_8	2073403	4997396	3535399	2923993
C1	C1-8	C1-8.1	chromosome_15	1201176	1202716	1201946	1540
C1	C1-8	C1-8.1	chromosome_16	1024000	1716865	1370432	692865
C1	C1-8	C1-8.1	chromosome_16	4073174	5103198	4588186	1030024
C1	C1-8	C1-8.1	chromosome_17	4401181	5278555	4839868	877374
C1	C1-8	C1-8.2	chromosome_1	2961271	4329147	3645209	1367876
C1	C1-8	C1-8.2	chromosome_2	6103819	6173751	6138785	69932
C1	C1-8	C1-8.2	chromosome_4	3359523	3920872	3640197	561349
C1	C1-8	C1-8.2	chromosome_8	2073403	4997396	3535399	2923993
C1	C1-8	C1-8.2	chromosome_9	1750367	2932199	2341283	1181832
C1	C1-8	C1-8.2	chromosome_9	3750179	4237732	3993955	487553
C1	C1-8	C1-8.2	chromosome_12	1955354	2380756	2168055	425402
C1	C1-8	C1-8.3	chromosome_2	2098102	3970938	3034520	1872836
C1	C1-8	C1-8.3	chromosome_4	1562373	2626809	2094591	1064436
C1	C1-8	C1-8.3	chromosome_6	4322104	7792076	6057090	3469972
C1	C1-8	C1-8.3	chromosome_7	681130	828290	754710	147160
C1	C1-8	C1-8.3	chromosome_9	1750367	2932199	2341283	1181832
C1	C1-8	C1-8.3	chromosome_9	3750179	4237732	3993955	487553
C1	C1-8	C1-8.3	chromosome_10	2741559	3480502	3111030	738943
C1	C1-8	C1-8.3	chromosome_12	1955354	2380756	2168055	425402
C1	C1-8	C1-8.3	chromosome_12	5359927	7662593	6511260	2302666
C1	C1-8	C1-8.3	chromosome_14	1550401	1990995	1770698	440594
C1	C1-8	C1-8.3	chromosome_15	1201176	1202716	1201946	1540
C1	C1-8	C1-8.3	chromosome_16	1024000	1716865	1370432	692865
C1	C1-8	C1-8.3	chromosome_16	4073174	5103198	4588186	1030024
C1	C1-8	C1-8.3	chromosome_17	4401181	5278555	4839868	877374
C1	C1-8	C1-8.4	chromosome_1	2961271	4329147	3645209	1367876
C1	C1-8	C1-8.4	chromosome_2	2098102	3970938	3034520	1872836
C1	C1-8	C1-8.4	chromosome_4	3359523	3920872	3640197	561349
C1	C1-8	C1-8.4	chromosome_6	4322104	7792076	6057090	3469972
C1	C1-8	C1-8.4	chromosome_7	681130	828290	754710	147160
C1	C1-8	C1-8.4	chromosome_10	2741559	3480502	3111030	738943
C1	C1-8	C1-8.4	chromosome_12	5359927	7662593	6511260	2302666
C1	C1-8	C1-8.4	chromosome_14	1550401	1990995	1770698	440594
C1	C1-7	C1-7.1	chromosome_1	6065370	6493976	6279673	428606
C1	C1-7	C1-7.1	chromosome_2	4879526	5062875	4971200	183349
C1	C1-7	C1-7.1	chromosome_4	1256017	1562373	1409195	306356
C1	C1-7	C1-7.1	chromosome_6	1986509	4322104	3154306	2335595
C1	C1-7	C1-7.1	chromosome_8	2073403	4997396	3535399	2923993
C1	C1-7	C1-7.1	chromosome_11	506040	1019426	762733	513386
C1	C1-7	C1-7.1	chromosome_14	2100050	3265245	2682647	1165195
C1	C1-7	C1-7.1	chromosome_16	4073174	5103198	4588186	1030024
C1	C1-7	C1-7.2	chromosome_2	4879526	5062875	4971200	183349
C1	C1-7	C1-7.2	chromosome_4	1256017	1562373	1409195	306356
C1	C1-7	C1-7.2	chromosome_6	1986509	4322104	3154306	2335595
C1	C1-7	C1-7.2	chromosome_8	2073403	4997396	3535399	2923993
C1	C1-7	C1-7.2	chromosome_11	506040	1019426	762733	513386
C1	C1-7	C1-7.2	chromosome_12	5359927	7662593	6511260	2302666
C1	C1-7	C1-7.2	chromosome_16	4073174	5103198	4588186	1030024
C1	C1-7	C1-7.3	chromosome_1	6065370	6493976	6279673	428606
C1	C1-7	C1-7.3	chromosome_5	865573	1104255	984914	238682
C1	C1-7	C1-7.3	chromosome_5	1341881	2251692	1796786	909811
C1	C1-7	C1-7.3	chromosome_9	3750179	4237732	3993955	487553
C1	C1-7	C1-7.3	chromosome_10	806134	1901666	1353900	1095532
C1	C1-7	C1-7.3	chromosome_10	3942694	6289798	5116246	2347104
C1	C1-7	C1-7.3	chromosome_13	586101	2019895	1302998	1433794
C1	C1-7	C1-7.3	chromosome_14	2100050	3265245	2682647	1165195
C1	C1-7	C1-7.4	chromosome_5	865573	1104255	984914	238682
C1	C1-7	C1-7.4	chromosome_5	1341881	2251692	1796786	909811
C1	C1-7	C1-7.4	chromosome_9	3750179	4237732	3993955	487553
C1	C1-7	C1-7.4	chromosome_10	806134	1901666	1353900	1095532
C1	C1-7	C1-7.4	chromosome_10	3942694	6289798	5116246	2347104
C1	C1-7	C1-7.4	chromosome_12	5359927	7662593	6511260	2302666
C1	C1-7	C1-7.4	chromosome_13	586101	2019895	1302998	1433794
